seed: 4, epochs: 100, algorithm: FedOpt, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, num_clients: 8, batch_size: 64, learning_rate: 0.01, local_epochs: 5, model: lenet, dataset: MNIST, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.5, cache_partition: False, gpu_idx: [0], num_workers: 0, record_time: False, num_adv: 3, attack: NoAttack, defense: Mean, attack_params: None, defense_params: None, benchmark: False, num_shards: 200, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cpu, output: ./logs/FedOpt/MNIST_lenet/non-iid/MNIST_lenet_non-iid_NoAttack_Mean_100_8_0.01_FedOpt.txt

Started on Tue Sep 30 18:55:18 2025
Generating new indices
Doing non-iid partition (Dirichlet)
dirichlet alpha: 0.5
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  		Train Acc: 0.1187	Train loss: 0.0359	Test Acc: 0.0843	Test loss: 0.0362
Epoch 47 		Train Acc: 0.9582	Train loss: 0.0020	Test Acc: 0.9579	Test loss: 0.0022
Epoch 48 		Train Acc: 0.9594	Train loss: 0.0020	Test Acc: 0.9558	Test loss: 0.0022
Epoch 49 		Train Acc: 0.9566	Train loss: 0.0024	Test Acc: 0.9576	Test loss: 0.0021
Epoch 50 		Train Acc: 0.9586	Train loss: 0.0022	Test Acc: 0.9597	Test loss: 0.0020
Epoch 51 		Train Acc: 0.9563	Train loss: 0.0023	Test Acc: 0.9614	Test loss: 0.0020
Epoch 52 		Train Acc: 0.9633	Train loss: 0.0020	Test Acc: 0.9615	Test loss: 0.0020
Epoch 53 		Train Acc: 0.9609	Train loss: 0.0018	Test Acc: 0.9619	Test loss: 0.0020
Epoch 54 		Train Acc: 0.9602	Train loss: 0.0020	Test Acc: 0.9631	Test loss: 0.0019
Epoch 55 		Train Acc: 0.9699	Train loss: 0.0016	Test Acc: 0.9624	Test loss: 0.0019
Epoch 56 		Train Acc: 0.9633	Train loss: 0.0018	Test Acc: 0.9629	Test loss: 0.0019
Epoch 57 		Train Acc: 0.9668	Train loss: 0.0017	Test Acc: 0.9657	Test loss: 0.0018
Epoch 58 		Train Acc: 0.9664	Train loss: 0.0017	Test Acc: 0.9660	Test loss: 0.0018
Epoch 59 		Train Acc: 0.9634	Train loss: 0.0018	Test Acc: 0.9662	Test loss: 0.0017
Epoch 60 		Train Acc: 0.9631	Train loss: 0.0019	Test Acc: 0.9658	Test loss: 0.0017
Epoch 61 		Train Acc: 0.9727	Train loss: 0.0015	Test Acc: 0.9666	Test loss: 0.0018
Epoch 62 		Train Acc: 0.9621	Train loss: 0.0017	Test Acc: 0.9670	Test loss: 0.0017
Epoch 63 		Train Acc: 0.9707	Train loss: 0.0014	Test Acc: 0.9655	Test loss: 0.0017
Epoch 64 		Train Acc: 0.9625	Train loss: 0.0019	Test Acc: 0.9684	Test loss: 0.0016
Epoch 65 		Train Acc: 0.9715	Train loss: 0.0016	Test Acc: 0.9676	Test loss: 0.0016
Epoch 66 		Train Acc: 0.9668	Train loss: 0.0019	Test Acc: 0.9673	Test loss: 0.0017
Epoch 67 		Train Acc: 0.9730	Train loss: 0.0015	Test Acc: 0.9670	Test loss: 0.0017
Epoch 68 		Train Acc: 0.9727	Train loss: 0.0013	Test Acc: 0.9700	Test loss: 0.0015
Epoch 69 		Train Acc: 0.9723	Train loss: 0.0013	Test Acc: 0.9708	Test loss: 0.0015
Epoch 70 		Train Acc: 0.9703	Train loss: 0.0015	Test Acc: 0.9708	Test loss: 0.0015
Epoch 71 		Train Acc: 0.9727	Train loss: 0.0014	Test Acc: 0.9683	Test loss: 0.0015
Epoch 72 		Train Acc: 0.9695	Train loss: 0.0015	Test Acc: 0.9718	Test loss: 0.0015
Epoch 73 		Train Acc: 0.9720	Train loss: 0.0017	Test Acc: 0.9724	Test loss: 0.0014
Epoch 74 		Train Acc: 0.9675	Train loss: 0.0017	Test Acc: 0.9721	Test loss: 0.0014
Epoch 75 		Train Acc: 0.9715	Train loss: 0.0015	Test Acc: 0.9705	Test loss: 0.0015
Epoch 76 		Train Acc: 0.9633	Train loss: 0.0018	Test Acc: 0.9713	Test loss: 0.0015
Epoch 77 		Train Acc: 0.9660	Train loss: 0.0015	Test Acc: 0.9710	Test loss: 0.0014
Epoch 78 		Train Acc: 0.9691	Train loss: 0.0015	Test Acc: 0.9746	Test loss: 0.0013
Epoch 79 		Train Acc: 0.9668	Train loss: 0.0015	Test Acc: 0.9749	Test loss: 0.0013
Epoch 80 		Train Acc: 0.9648	Train loss: 0.0018	Test Acc: 0.9741	Test loss: 0.0013
Epoch 81 		Train Acc: 0.9812	Train loss: 0.0010	Test Acc: 0.9736	Test loss: 0.0014
Epoch 82 		Train Acc: 0.9789	Train loss: 0.0011	Test Acc: 0.9735	Test loss: 0.0013
Epoch 83 		Train Acc: 0.9746	Train loss: 0.0012	Test Acc: 0.9743	Test loss: 0.0013
Epoch 84 		Train Acc: 0.9680	Train loss: 0.0013	Test Acc: 0.9749	Test loss: 0.0013
Epoch 85 		Train Acc: 0.9697	Train loss: 0.0016	Test Acc: 0.9735	Test loss: 0.0013
Epoch 86 		Train Acc: 0.9805	Train loss: 0.0011	Test Acc: 0.9720	Test loss: 0.0013
Epoch 87 		Train Acc: 0.9715	Train loss: 0.0013	Test Acc: 0.9737	Test loss: 0.0013
Epoch 88 		Train Acc: 0.9738	Train loss: 0.0012	Test Acc: 0.9736	Test loss: 0.0013
Epoch 89 		Train Acc: 0.9752	Train loss: 0.0013	Test Acc: 0.9736	Test loss: 0.0013
Epoch 90 		Train Acc: 0.9781	Train loss: 0.0012	Test Acc: 0.9746	Test loss: 0.0013
Epoch 91 		Train Acc: 0.9722	Train loss: 0.0013	Test Acc: 0.9746	Test loss: 0.0013
Epoch 92 		Train Acc: 0.9726	Train loss: 0.0012	Test Acc: 0.9754	Test loss: 0.0012
Epoch 93 		Train Acc: 0.9703	Train loss: 0.0013	Test Acc: 0.9742	Test loss: 0.0012
Epoch 94 		Train Acc: 0.9801	Train loss: 0.0011	Test Acc: 0.9752	Test loss: 0.0013
Epoch 95 		Train Acc: 0.9785	Train loss: 0.0011	Test Acc: 0.9771	Test loss: 0.0012
Epoch 96 		Train Acc: 0.9754	Train loss: 0.0012	Test Acc: 0.9771	Test loss: 0.0011
Epoch 97 		Train Acc: 0.9770	Train loss: 0.0012	Test Acc: 0.9746	Test loss: 0.0012
Epoch 98 		Train Acc: 0.9793	Train loss: 0.0012	Test Acc: 0.9736	Test loss: 0.0013
Epoch 99 		Train Acc: 0.9820	Train loss: 0.0010	Test Acc: 0.9759	Test loss: 0.0012
Training finished on Tue Sep 30 18:58:30 2025 using 3 minutes and 12 seconds in total.
